,HeartRate
0,78.87202
1,78.39658
2,78.262375
3,78.36742
4,78.28238
5,78.21481
6,79.00872
7,79.545876
8,80.741165
9,80.038246
10,78.97634
11,77.94278
12,81.2454
13,81.91062
14,81.73181
15,81.68408
16,78.08996
17,78.54846
18,78.69914
19,77.49935
20,76.63215
21,75.6363
22,75.35346
23,75.4473
24,76.11755
25,85.23595
26,84.69551
27,83.44489
28,83.19111
29,83.708405
30,81.76402
31,81.515305
32,80.89046
33,81.38186
34,81.18473
35,81.405655
36,81.47546
37,81.73687
38,80.502144
39,80.278046
40,80.19015
41,87.71661
42,87.06042
43,83.47293
44,81.006226
45,80.68825
46,83.65989
47,84.878426
48,85.28868
49,85.2249
50,85.47142
51,85.42094
52,86.746155
53,85.171074
54,84.92126
55,85.42558
56,86.24774
57,79.18488
58,77.55526
59,78.053734
60,78.30185
61,77.858246
62,83.0312
63,90.412865
64,89.222084
65,87.20028
66,85.805855
67,86.25008
68,85.35589
69,84.930756
70,87.36232
71,88.43375
72,88.07738
73,90.17245
74,94.97479
75,95.11693
76,95.31202
77,85.331635
78,86.09428
79,87.10021
80,86.99486
81,86.9114
82,87.46957
83,89.90136
84,95.810104
85,96.345726
86,97.06115
87,89.328575
88,89.32393
89,89.03254
90,89.05852
91,91.344086
92,91.82529
93,92.674934
94,92.0001
95,91.49753
96,91.433304
97,92.00079
98,92.6293
99,93.25666
100,93.421364
101,93.21731
102,92.06172
103,90.71563
104,90.83442
105,90.14361
106,88.11679
107,87.1571
108,87.42981
109,88.30545
110,88.410835
111,88.06578
112,87.291885
113,86.51316
114,86.06842
115,88.106964
116,88.23844
117,85.0678
118,84.1462
119,84.74438
120,85.02177
121,84.86321
122,84.87872
123,85.40157
124,85.26825
125,84.78823
126,84.1242
127,83.54925
128,83.65911
129,84.73516
130,85.522064
131,86.1673
132,85.86999
133,84.321815
134,83.95827
135,83.809326
136,83.53616
137,85.87884
138,85.012985
139,85.91306
140,85.445526
141,82.89847
142,82.6033
143,82.82929
144,83.168564
145,83.33721
146,80.58657
147,82.56415
148,83.00703
149,82.07474
150,81.591835
151,81.52257
152,80.05559
153,78.834724
154,80.44237
155,79.324844
156,79.25371
157,79.82396
158,81.03294
159,79.24487
160,78.60672
161,77.83221
162,76.84385
163,76.385025
164,83.93612
165,83.50536
166,84.305
167,85.93047
168,86.82992
169,86.74465
170,85.03311
171,84.94388
172,86.65561
173,88.08627
174,89.14153
175,89.25609
176,89.68977
177,89.89999
178,89.35361
179,88.9754
180,88.88358
181,88.85012
182,89.91421
183,91.4272
184,91.63629
185,92.24801
186,90.9761
187,89.502235
188,89.17269
189,84.23999
190,82.24059
191,84.79345
192,85.580826
193,83.7014
194,80.484085
195,81.497795
196,84.53414
197,85.0371
198,83.213745
199,81.680336
200,81.52965
201,81.47921
202,81.39663
203,81.22801
204,81.31278
205,81.03569
206,80.21737
207,81.62127
208,81.4009
209,82.03819
210,81.18751
211,79.67927
212,79.888824
213,80.44699
214,79.82644
215,79.66153
216,79.96494
217,80.40679
218,80.1674
219,80.50528
220,80.22266
221,80.61496
222,80.83822
223,80.441284
224,79.17513
225,78.051765
226,77.71843
227,78.24057
228,78.73514
229,78.30229
230,79.82366
231,78.89162
232,79.193504
233,79.02133
234,79.113174
235,79.08133
236,79.082245
237,78.79343
238,78.250946
239,78.78238
240,78.88337
241,78.554794
242,78.63977
243,79.01366
244,80.95845
245,83.40122
246,79.39214
247,78.82659
248,78.32125
249,79.18816
250,81.30721
251,82.14287
252,80.67681
253,78.86785
254,77.88943
255,78.791626
256,81.54569
257,82.32818
258,82.623436
259,79.36081
260,78.293785
261,78.223366
262,78.223305
263,79.399185
264,79.810165
265,79.29007
266,78.43696
267,78.480125
268,78.281265
269,78.321594
270,78.59296
271,78.66302
272,78.51083
273,77.90563
274,77.46395
275,78.56075
276,80.56705
277,77.444336
278,76.183754
279,83.02403
280,84.34211
281,85.99855
282,85.65304
283,86.09282
284,86.91751
285,86.71761
286,82.547646
287,82.571686
288,84.71525
289,83.25496
290,80.852
291,83.03559
292,83.25508
293,83.158134
294,83.52073
295,87.46869
296,87.343346
297,86.555916
298,85.05776
299,84.53909
300,85.83223
301,86.23103
302,81.83308
303,81.621
304,81.753716
305,81.51842
306,81.27952
307,80.47146
308,79.146706
309,78.988014
310,79.55091
311,80.56079
312,80.66804
313,81.1683
314,78.23743
315,77.386925
316,76.43662
317,76.14257
318,76.39958
319,77.0961
320,79.24756
321,79.99574
322,76.83376
323,74.67662
324,74.77152
325,77.75547
326,77.64974
327,73.69637
328,72.784706
329,72.38043
330,72.45055
331,72.27171
332,71.63894
333,74.17634
334,75.30417
335,76.61364
336,76.698456
337,76.61758
338,76.61957
339,77.196976
340,77.6314
341,77.91832
342,77.72956
343,78.24916
344,79.40566
345,79.39312
346,79.55026
347,79.6102
348,80.469666
349,81.74884
350,80.61294
351,81.47005
352,80.69416
353,82.6903
354,84.012566
355,84.099815
356,81.019165
357,81.62557
358,80.99091
359,79.754654
360,79.34264
361,79.06939
362,78.721
363,79.907196
364,80.21112
365,77.88286
366,77.94554
367,78.2903
368,78.65267
369,79.06063
370,80.132744
371,77.2153
372,74.571976
373,73.422935
374,73.75895
375,74.12838
376,76.13999
377,76.8085
378,77.2856
379,76.768906
380,75.54326
381,74.203316
382,74.23993
383,75.78784
384,73.84691
385,72.40488
386,75.64413
387,77.07086
388,77.65567
389,77.411766
390,78.893906
391,74.52201
392,76.36872
393,74.35028
394,73.1877
395,73.07317
396,73.60278
397,74.210434
398,75.19204
399,75.4112
400,74.32947
401,72.145485
402,71.777885
403,72.79615
404,74.95819
405,75.7798
406,76.77605
407,75.629135
408,74.539536
409,73.79401
410,73.79229
411,75.291405
412,77.24627
413,76.377335
414,75.72633
415,74.454185
416,74.65184
417,74.27146
418,73.19307
419,73.87241
420,73.95275
421,74.316574
422,76.918304
423,76.21269
424,75.14901
425,75.26855
426,74.76109
427,74.843445
428,74.96375
429,75.05697
430,75.86905
431,75.75028
432,74.865456
433,74.800934
434,75.25253
435,75.48194
436,76.299904
437,77.168144
438,77.190544
439,78.13476
440,77.81088
441,77.307175
442,73.99828
443,74.78058
444,78.98788
445,78.638405
446,75.305855
447,75.37077
448,75.979416
449,75.963135
450,74.77868
451,74.40835
452,74.83261
453,76.63999
454,77.682724
455,77.333954
456,77.40494
457,76.723885
458,76.69617
459,77.268265
460,76.14614
461,74.899605
462,74.80975
463,75.058624
464,75.29515
465,75.63979
466,80.081375
467,81.19165
468,81.19448
469,79.36588
470,77.676384
471,77.937035
472,78.56129
473,80.70916
474,80.14573
475,78.906395
476,78.98227
477,78.7502
478,79.181175
479,78.5388
480,77.41483
481,75.723274
482,76.75111
483,78.017876
484,78.53167
485,78.203415
486,76.89421
487,76.51751
488,78.192314
489,77.5731
490,77.2749
491,77.33823
492,77.88231
493,78.487
494,78.110596
495,74.57611
496,74.096535
497,74.253395
498,74.04493
499,75.08401
500,74.846085
501,77.37639
502,75.336365
503,74.03416
504,74.40563
505,74.71879
506,72.21305
507,73.5192
508,76.00487
509,75.91948
510,76.81315
511,77.11731
512,75.43067
513,75.10482
514,76.56335
515,78.500336
516,76.16856
517,76.27912
518,77.17891
519,78.33936
520,78.131874
521,77.80962
522,77.80396
523,78.34202
524,77.94882
525,77.94524
526,76.07548
527,73.94233
528,73.08208
529,73.021484
530,73.8584
531,75.99078
532,75.49853
533,74.53215
534,75.16276
535,76.209984
536,77.643364
537,78.2753
538,78.25747
539,77.48977
540,76.373535
541,77.221405
542,76.4571
543,75.63976
544,78.05094
