,HeartRate
0,66.10978
1,65.50996
2,64.745514
3,65.61054
4,66.33369
5,66.096924
6,66.54154
7,71.72737
8,71.56268
9,69.79262
10,66.03732
11,65.75854
12,65.17336
13,65.593796
14,70.6471
15,73.41351
16,73.103516
17,72.44701
18,72.84069
19,72.14238
20,72.01082
21,72.23122
22,74.738365
23,72.84608
24,72.07199
25,71.919014
26,71.1154
27,69.92535
28,69.1762
29,69.96792
30,71.01172
31,70.00393
32,67.98485
33,68.06763
34,66.50474
35,66.51174
36,67.2145
37,67.611015
38,66.976746
39,66.24515
40,65.968735
41,70.50616
42,71.41193
43,70.933784
44,70.64539
45,66.73493
46,67.74991
47,70.17974
48,71.32387
49,72.33152
50,69.78947
51,67.23178
52,67.23934
53,67.44351
54,66.885086
55,67.6733
56,70.17905
57,70.08967
58,68.71855
59,67.587296
60,69.06015
61,67.28688
62,66.9016
63,70.934296
64,69.323265
65,68.067375
66,69.372665
67,69.39355
68,69.568924
69,70.26208
70,70.53896
71,69.97326
72,69.07212
73,68.50744
74,68.96354
75,68.11747
76,67.53619
77,67.54506
78,67.84115
79,71.753845
80,73.16915
81,74.561615
82,68.666046
83,69.30927
84,70.96537
85,69.59577
86,70.042046
87,70.430626
88,70.98398
89,73.217674
90,74.97415
91,72.86442
92,73.07122
93,72.815384
94,72.16644
95,70.00597
96,68.9656
97,68.80971
98,68.45149
99,69.52518
100,74.25739
101,77.393105
102,77.2139
103,74.92102
104,73.484146
105,73.13019
106,73.95985
107,74.299805
108,71.06661
109,71.69035
110,71.82567
111,72.1155
112,73.43437
113,74.32913
114,75.70009
115,76.109146
116,76.4863
117,77.49638
118,78.51312
119,79.61053
120,80.955666
121,80.8793
122,75.16771
123,75.1885
124,75.36306
125,73.17192
126,71.24502
127,70.11309
128,69.9335
129,68.5526
130,68.14691
131,68.155846
132,67.556854
133,69.59672
134,71.32389
135,74.9093
136,76.409676
137,75.82736
138,75.219795
139,74.259415
140,70.644
141,70.2635
142,68.8101
143,69.71151
144,69.54194
145,69.412964
146,69.16275
147,67.85956
148,68.02326
149,68.982216
150,68.70225
151,67.90478
152,67.793564
153,67.54987
154,67.26481
155,67.389534
156,67.20262
157,65.620926
158,65.63083
159,65.30532
160,65.454315
161,65.81986
162,64.45591
163,64.15223
164,64.45609
165,64.41379
166,65.7927
167,64.43837
168,64.26993
169,64.54583
