,HeartRate
0,79.29719
1,78.85888
2,78.70991
3,78.76473
4,78.6951
5,78.601715
6,79.28321
7,79.769875
8,80.88701
9,80.28894
10,79.345825
11,78.40202
12,81.35182
13,82.0187
14,81.86874
15,81.82247
16,78.62717
17,78.97958
18,79.06568
19,78.0149
20,77.227715
21,76.2813
22,75.977806
23,76.00319
24,76.54622
25,85.2994
26,84.72585
27,83.50661
28,83.29594
29,83.79757
30,82.020706
31,81.763756
32,81.18627
33,81.61536
34,81.40947
35,81.61696
36,81.68823
37,81.942345
38,80.83955
39,80.62235
40,80.529495
41,87.75093
42,87.121704
43,83.743324
44,81.49584
45,81.1543
46,83.810936
47,84.99529
48,85.41705
49,85.37364
50,85.62891
51,85.59853
52,86.85498
53,85.43074
54,85.19144
55,85.63409
56,86.40206
57,80.089676
58,78.412254
59,78.81609
60,78.954956
61,78.49835
62,83.14176
63,90.60724
64,89.3116
65,87.31384
66,86.03292
67,86.438934
68,85.60206
69,85.19548
70,87.474655
71,88.52125
72,88.16454
73,90.21114
74,95.123085
75,95.25002
76,95.47308
77,86.162094
78,86.63482
79,87.4731
80,87.35594
81,87.27403
82,87.751526
83,90.03101
84,95.9676
85,96.47071
86,97.23695
87,89.95948
88,89.81022
89,89.49415
90,89.48704
91,91.618324
92,92.0944
93,92.89987
94,92.27669
95,91.79915
96,91.75459
97,92.296776
98,92.87519
99,93.49863
100,93.69214
101,93.49437
102,92.41634
103,91.18713
104,91.226555
105,90.57707
106,88.70755
107,87.8429
108,88.025696
109,88.77725
110,88.82572
111,88.501945
112,87.78432
113,87.06721
114,86.589775
115,88.41164
116,88.55499
117,85.65733
118,84.75439
119,85.26757
120,85.472626
121,85.281425
122,85.28487
123,85.80622
124,85.645096
125,85.18232
126,84.58655
127,84.03115
128,84.08775
129,85.04804
130,85.741066
131,86.35021
132,86.088295
133,84.74426
134,84.39919
135,84.24453
136,83.9896
137,86.065216
138,85.28109
139,86.09253
140,85.69492
141,83.43199
142,83.147804
143,83.30256
144,83.58638
145,83.718636
146,81.230064
147,82.91824
148,83.31404
149,82.51033
150,82.054955
151,81.92372
152,80.62552
153,79.4633
154,80.8243
155,79.82857
156,79.76968
157,80.24748
158,81.31917
159,79.71299
160,79.1197
161,78.373726
162,77.43789
163,77.00353
164,83.82146
165,83.45199
166,84.22992
167,85.797745
168,86.71349
169,86.67852
170,85.17501
171,85.11781
172,86.69772
173,88.035995
174,89.06804
175,89.22118
176,89.682556
177,89.90371
178,89.4411
179,89.13393
180,89.06192
181,89.03963
182,90.056
183,91.500725
184,91.73045
185,92.32917
186,91.18625
187,89.84636
188,89.525604
189,85.04361
190,82.97958
191,85.35736
192,86.05276
193,84.31405
194,81.21343
195,82.15588
196,84.80571
197,85.297676
198,83.673706
199,82.26702
200,82.10087
201,82.02989
202,81.9095
203,81.69256
204,81.733826
205,81.46989
206,80.70757
207,81.93356
208,81.74201
209,82.30557
210,81.53889
211,80.17452
212,80.28867
213,80.76737
214,80.21998
215,80.05983
216,80.303
217,80.70359
218,80.495285
219,80.786514
220,80.50884
221,80.85524
222,81.040054
223,80.693146
224,79.59274
225,78.57872
226,78.24296
227,78.677986
228,79.083984
229,78.694084
230,80.02223
231,79.22594
232,79.49799
233,79.340935
234,79.42133
235,79.41744
236,79.40859
237,79.16136
238,78.65935
239,79.08963
240,79.20524
241,78.93028
242,78.993774
243,79.29103
244,81.03344
245,83.36353
246,79.8022
247,79.236664
248,78.75679
249,79.477646
250,81.37618
251,82.17561
252,80.90746
253,79.298065
254,78.41203
255,79.150276
256,81.59523
257,82.3256
258,82.66204
259,79.783295
260,78.77702
261,78.6723
262,78.66644
263,79.67946
264,80.05027
265,79.590775
266,78.83843
267,78.85165
268,78.67308
269,78.69873
270,78.93904
271,78.97235
272,78.857
273,78.32881
274,77.92558
275,78.87562
276,80.65145
277,77.9171
278,76.77501
279,82.94159
280,84.238045
281,85.908966
282,85.63893
283,86.12743
284,86.90788
285,86.73145
286,82.949745
287,82.89904
288,84.807335
289,83.5303
290,81.384766
291,83.26611
292,83.45562
293,83.38404
294,83.73284
295,87.46279
296,87.38835
297,86.65755
298,85.29807
299,84.83743
300,86.016426
301,86.41024
302,82.4685
303,82.18541
304,82.2377
305,81.96847
306,81.72674
307,81.007675
308,79.76777
309,79.56069
310,80.0097
311,80.88542
312,81.00039
313,81.442276
314,78.83787
315,78.034065
316,77.16364
317,76.83586
318,76.994
319,77.55844
320,79.44479
321,80.13152
322,77.34322
323,75.39551
324,75.44145
325,78.02349
326,77.92588
327,74.413895
328,73.49555
329,73.15915
330,73.18751
331,72.97582
332,72.373856
333,74.57406
334,75.56613
335,76.74069
336,76.855354
337,76.83112
338,76.86679
339,77.37591
340,77.79005
341,78.0668
342,77.922844
343,78.39921
344,79.47835
345,79.49854
346,79.652626
347,79.71324
348,80.51833
349,81.76036
350,80.77672
351,81.53546
352,80.8609
353,82.73061
354,84.02921
355,84.14189
