,HeartRate
0,99.50046
1,100.698074
2,101.63615
3,100.874245
4,101.10261
5,101.15876
6,101.08623
7,100.82616
8,103.49141
9,106.95492
10,107.110245
11,107.33454
12,107.50968
13,107.89289
14,107.94178
15,107.374695
16,106.59451
17,107.16401
18,107.12367
19,105.016594
20,107.04032
21,106.34018
22,105.32475
23,102.87985
24,103.26914
25,102.271515
26,103.029076
27,103.730446
28,104.17439
29,104.68892
30,106.28698
31,103.47829
32,104.736984
33,104.254776
34,103.94567
35,101.87416
36,101.698746
37,102.532104
38,102.37974
39,102.177925
40,101.507126
41,101.38943
42,102.27017
43,102.87087
44,103.33424
45,103.459045
46,103.224335
47,103.285706
48,103.111534
49,103.09635
50,103.185
51,103.38983
52,103.50493
53,103.54245
54,103.87173
55,103.875786
56,103.64728
57,103.34821
58,103.52703
59,103.52304
60,103.63108
61,104.363144
62,106.99135
63,105.29033
64,103.58896
65,101.06295
66,98.91632
67,97.44028
68,97.173836
69,97.12867
70,96.74431
71,96.43793
72,95.73639
73,95.670525
74,95.98262
75,95.803375
76,96.0537
77,95.32625
78,95.69845
79,95.89655
80,95.38129
81,96.42544
82,97.16003
83,98.21373
84,97.050095
85,96.26999
86,96.51453
87,96.15838
88,95.81345
89,95.749435
90,95.05703
91,95.44829
92,96.93232
93,96.603065
94,96.61647
95,96.78593
96,96.17868
97,96.39946
98,95.887505
99,96.75802
100,97.7164
101,100.569916
102,102.68415
103,103.10229
104,100.81366
105,101.037094
106,103.48832
107,102.57627
108,102.460304
109,103.43186
110,104.74405
111,106.72842
112,106.79334
113,103.04374
114,101.6631
115,99.80605
116,99.07923
117,98.10661
118,97.36482
119,97.11972
120,97.52516
121,98.117195
122,97.1385
123,96.620865
124,95.96794
125,94.57333
126,93.53111
127,92.38936
128,92.72557
129,92.908455
130,93.57097
131,94.69421
132,97.04779
133,99.524506
134,100.73659
135,101.53333
136,101.98841
137,101.9671
138,102.22724
139,102.53358
140,103.355
141,103.05319
142,103.141785
143,104.678986
144,105.278435
145,107.80623
146,107.905556
147,107.07278
148,106.92831
149,105.92453
150,105.89969
151,106.19962
152,107.07087
153,107.7443
154,107.76941
155,106.46473
156,106.14182
157,105.95416
158,103.966545
159,102.08071
160,102.357315
161,102.310905
162,101.02885
163,100.23198
164,100.91055
165,100.74351
166,99.776695
167,98.17992
168,96.08001
169,96.60171
170,95.68938
171,95.77242
172,96.366104
173,97.71473
174,99.148445
175,99.35608
176,99.79449
177,100.48238
178,100.75145
179,99.676025
180,101.33641
181,101.35585
182,101.277214
183,100.92609
184,100.17587
185,99.88889
186,99.55782
187,99.753136
188,99.661255
189,99.88174
