,HeartRate
0,78.38359
1,78.25892
2,82.95602
3,84.31435
4,83.98391
5,83.178894
6,82.64888
7,81.61016
8,84.52766
9,85.222786
10,84.79035
11,87.87578
12,86.81352
13,85.25261
14,83.48063
15,84.50096
16,84.61426
17,85.85729
18,84.79168
19,84.57541
20,84.697266
21,84.145
22,83.46167
23,84.79295
24,86.40471
25,87.59328
26,87.09076
27,87.670204
28,85.56704
29,85.72879
30,87.60044
31,88.34013
32,88.67915
33,88.97058
34,88.48926
35,88.32422
36,89.006546
37,88.81623
38,88.26008
39,89.7528
40,91.678474
41,90.42011
42,86.72666
43,85.79015
44,85.307915
45,83.58204
46,82.86487
47,82.19222
48,82.629395
49,81.78471
50,81.63714
51,81.621185
52,87.6043
53,90.038475
54,89.70426
55,88.516304
56,88.73649
57,85.07813
58,83.54556
59,83.80879
60,84.56525
61,84.587105
62,82.86198
63,82.435265
64,82.40413
65,82.37661
66,87.41861
67,85.30654
68,86.34076
69,87.49241
70,85.67435
71,86.8262
72,87.29222
73,87.34365
74,86.65346
75,86.381615
76,86.96569
77,88.7388
78,88.854485
79,88.13784
80,85.65808
81,84.111565
82,83.75467
83,85.01162
84,84.452095
85,85.38481
86,84.89233
87,85.52489
88,86.04863
89,85.01228
90,85.51482
91,85.3119
92,83.757774
93,85.354546
94,87.92407
95,85.10442
96,85.9611
97,86.62062
98,86.57278
99,86.91765
100,84.677124
101,83.474884
102,83.31621
103,84.62669
104,91.453354
105,89.18385
106,88.50735
107,89.69802
108,87.72257
109,86.14265
110,86.23085
111,88.37078
112,88.10483
113,88.605675
114,89.32891
115,89.73597
116,90.73189
117,91.18438
118,86.3237
119,88.9787
120,91.02246
121,87.637085
122,88.14582
123,88.41402
124,88.68176
125,88.78728
126,88.01257
127,88.817406
128,89.551094
129,89.51378
130,88.40075
131,90.00943
132,89.7669
133,86.80996
134,84.52443
135,84.505486
136,84.687325
137,84.778755
138,85.199524
139,85.62141
140,87.09789
141,86.54852
142,88.63495
143,90.96417
144,87.45785
145,89.918045
146,91.41603
147,91.26415
148,87.99716
149,86.281235
150,88.24504
151,85.9503
152,86.996574
153,88.66935
154,88.78741
155,90.14339
156,85.42571
157,88.3815
158,87.032265
159,87.804924
160,88.49238
161,88.55469
162,84.79276
163,86.09488
164,86.61321
165,87.733315
166,89.035515
167,90.96981
168,84.71479
169,86.09725
170,89.56037
171,90.79539
172,90.22581
173,90.201355
174,88.72306
175,94.39093
176,87.36519
177,91.06101
178,92.96773
179,90.89122
180,90.65916
181,91.04465
182,86.71013
183,90.23035
184,86.27694
185,90.102455
186,92.417076
187,92.85545
188,93.95272
189,85.507576
190,87.55827
191,87.450066
192,89.29495
193,89.7664
194,90.260796
195,88.22696
196,90.75271
197,88.338295
198,90.71242
199,93.98249
200,90.04999
201,91.19852
202,94.5506
203,92.33028
204,89.52745
205,85.78681
206,87.67003
207,85.3773
208,83.44177
209,85.07331
210,84.8007
211,84.40513
212,85.51788
213,84.00343
214,88.218735
215,90.12159
216,88.75674
217,86.29015
218,87.38577
219,86.814766
220,82.82785
221,85.97624
222,86.97259
223,86.40973
224,86.516014
225,84.26585
226,87.99621
227,91.05835
228,91.3963
229,91.15991
230,92.65499
231,89.60271
232,87.45251
233,87.29546
234,87.96948
235,88.40003
236,89.49443
237,89.79312
238,89.05323
239,87.801
240,88.98096
241,90.53921
242,85.61332
243,89.50089
244,92.127235
245,90.394714
246,89.654526
247,91.956764
248,92.31995
249,91.67052
250,88.829796
251,88.191444
252,88.6661
253,88.274155
254,87.953186
255,89.0094
256,87.59419
257,89.67554
258,86.27157
259,84.31913
260,85.30119
261,86.284294
262,84.16314
263,85.93237
264,85.458336
265,83.388435
266,83.05704
267,83.995445
268,86.30861
269,87.98197
270,89.32535
271,86.85207
272,85.13476
273,88.69914
274,86.79357
275,87.16233
276,88.15494
277,87.674835
278,82.02114
279,81.55421
280,81.79955
281,82.51998
282,82.081314
283,82.84749
284,85.05441
285,84.88201
286,83.0727
287,85.08913
288,86.43366
289,86.37936
290,84.71257
291,83.04647
292,87.231155
293,86.78373
294,85.68087
295,85.58943
296,85.356476
297,85.30688
298,85.574875
299,84.26414
300,85.13231
301,84.40049
302,86.6904
303,88.81352
304,87.53382
305,87.07668
306,87.48058
307,89.87521
308,88.906105
309,85.45271
310,88.11695
311,88.135605
312,88.25143
313,88.62734
314,86.37993
315,85.02193
316,84.75488
317,87.78608
318,89.2634
319,87.54461
320,89.1765
321,88.18792
322,88.723305
323,89.925606
324,88.71973
325,87.346596
326,85.911354
327,86.19758
328,86.43692
329,85.28895
330,82.384674
331,83.62171
332,84.455055
333,85.70679
334,85.50199
335,87.88982
336,88.227264
337,87.069695
338,87.39692
339,87.85392
340,87.405266
341,87.63974
342,86.87401
343,90.26835
344,89.637856
345,87.887955
346,88.48199
347,91.46223
348,89.408264
349,88.631454
350,91.4966
351,93.89077
352,88.626335
353,89.51192
354,89.61084
355,95.009056
356,93.1527
357,91.46343
358,90.62126
359,90.539825
360,91.335724
361,90.98288
362,89.677826
363,90.961494
