,Breathing Rate
0,28.811672
1,29.371775
2,29.354595
3,29.335285
4,29.321733
5,28.75644
6,31.10295
7,31.09332
8,28.702866
9,29.778748
10,28.66481
11,28.660978
12,29.790958
13,28.6676
14,24.706093
15,24.617348
16,25.77874
17,25.794989
18,24.620058
19,24.61566
20,25.802639
21,29.908834
22,25.950562
23,25.88985
24,25.890385
25,22.75947
26,22.675283
27,22.65374
28,22.658257
29,25.884285
30,26.334108
31,26.3441
32,26.333843
33,29.953455
34,29.96158
35,29.95552
36,26.42376
37,26.351286
38,26.343391
39,26.339048
40,27.698727
41,29.870308
42,29.848885
43,29.812887
44,27.632559
45,27.601149
46,30.389854
47,30.405083
48,30.439686
49,30.452522
50,27.709513
51,30.435474
52,30.425467
53,30.388792
54,30.361282
55,32.36929
56,29.78506
57,32.382412
58,32.387424
59,33.886887
60,32.348843
61,30.349108
62,29.73282
63,28.08355
64,28.062752
65,28.57054
66,28.055748
67,28.59943
68,29.175894
69,28.642141
70,28.6652
71,28.672646
72,28.691334
73,28.722826
74,28.223385
75,28.227383
76,25.131384
77,28.212307
78,28.212128
79,27.707592
80,26.743307
81,25.854801
82,25.836845
83,25.035324
84,25.421835
85,25.040594
86,23.944944
87,23.94134
88,25.452168
89,25.901003
90,26.804914
91,26.800234
92,25.931108
93,25.522648
94,25.513739
95,24.021542
96,23.641863
97,22.118425
98,21.789257
99,21.750914
100,21.71874
101,21.183231
102,20.667902
103,20.654585
104,20.663298
105,20.68263
106,21.194128
107,21.76431
108,22.367378
109,22.404005
110,27.95064
111,31.491491
112,31.437798
113,34.305958
114,31.32295
115,31.239758
116,31.171043
117,31.11879
118,28.700085
119,28.625154
120,27.557526
121,27.504475
122,27.466583
123,27.446312
124,27.425478
125,27.461857
126,27.519236
127,27.577923
128,27.647932
129,27.687696
130,27.71719
131,27.733866
132,27.747906
133,27.736168
134,27.721094
135,27.705523
136,27.681639
137,27.67072
138,27.665184
139,29.268543
140,27.685816
141,29.276875
142,27.693842
143,27.67741
144,27.683926
145,27.686047
146,27.69969
147,28.214544
148,28.76301
149,28.771318
150,28.235008
151,28.2234
152,28.210373
153,27.207174
154,28.194544
155,28.19254
156,28.203165
157,28.728413
158,28.72361
159,29.271915
160,31.109997
161,31.110867
