,Breathing Rate
0,17.165075
1,17.299746
2,17.169315
3,16.691956
4,16.895273
5,17.140886
6,16.892506
7,16.644264
8,16.316525
9,16.108624
10,16.079275
11,16.251522
12,16.054968
13,16.045025
14,16.237843
15,16.247662
16,16.055216
17,16.24932
18,16.702017
19,16.726147
20,16.738802
21,16.750776
22,17.00704
23,17.018837
24,17.02034
25,17.723648
26,17.745665
27,17.911148
28,17.915442
29,17.915697
30,17.468498
31,17.44856
32,17.582582
33,17.43952
34,17.436424
35,17.432892
36,17.429825
37,17.427904
38,17.425323
39,17.420782
40,17.429348
41,17.432611
42,16.793646
43,16.770466
44,16.763449
45,16.752867
46,17.400585
47,17.42119
48,18.400158
49,18.430918
50,18.444937
51,18.636662
52,20.613262
53,18.899826
54,18.868559
55,18.8626
56,18.501936
57,18.478846
58,17.274363
59,17.206617
60,17.168186
61,17.14563
62,17.131891
63,17.125965
64,16.235775
65,16.008322
66,15.972138
67,15.974671
68,15.965434
69,16.361359
70,16.726622
71,18.056454
72,16.8234
73,18.079226
74,18.110258
75,16.862587
76,16.492895
77,16.793924
78,18.99281
79,19.034966
80,19.44779
81,19.457935
82,19.453312
83,19.450087
84,19.44342
85,19.043173
86,19.04894
87,18.492918
88,18.482868
89,18.474049
90,18.818193
91,18.442108
92,17.929455
93,17.912176
94,17.755167
95,17.756573
96,17.755913
97,17.758644
98,17.770208
99,17.354023
100,17.34062
101,17.763117
102,17.34305
103,17.324392
104,17.322554
105,16.81941
106,16.682947
107,16.781208
108,17.287317
109,18.595507
110,18.635063
111,17.814098
112,17.799026
113,17.800575
114,17.794352
115,17.94583
116,17.802595
117,17.803608
118,17.798944
119,17.793375
120,17.782764
121,17.768988
122,17.752682
123,17.752508
124,17.761963
125,17.928988
126,18.262629
127,18.448462
128,18.459444
129,18.463276
130,18.469248
131,18.652306
132,18.655748
133,18.651934
134,18.652075
135,18.83196
136,20.592283
137,21.421621
138,20.648802
139,20.634493
140,20.63207
