,Breathing Rate
0,18.77308
1,18.714434
2,18.688068
3,18.69151
4,18.678602
5,18.68287
6,18.708025
7,24.984419
8,27.54773
9,25.151894
10,25.148693
11,25.105173
12,27.445822
13,27.400957
14,27.329348
15,27.266897
16,24.888128
17,24.822773
18,24.764256
19,24.71396
20,24.667334
21,23.440298
22,21.025251
23,21.025696
24,20.99318
25,20.982655
26,20.975681
27,20.754856
28,20.54747
29,20.573465
30,20.58862
31,20.161219
32,18.874527
33,16.779224
34,16.66952
35,16.188097
36,16.476566
37,16.396677
38,15.957469
39,15.894299
40,16.256874
41,16.238583
42,16.24772
43,17.025757
44,15.888853
45,17.080585
46,17.274496
47,18.72831
48,19.933258
49,19.958775
50,19.968742
51,21.409515
52,19.995804
53,19.993662
54,21.394648
55,19.993603
56,21.385643
57,19.970198
58,19.951216
59,20.343658
60,21.311447
61,21.302408
62,20.32631
63,20.31884
64,20.319777
65,20.319258
66,19.91101
67,20.317074
68,20.314787
69,19.324541
70,20.320704
71,20.332682
72,22.554585
73,22.575314
74,22.578455
75,22.60052
76,23.699186
77,26.320576
78,29.682331
79,32.272144
80,32.90159
81,33.509224
82,32.78579
83,32.712627
84,34.74768
85,32.60067
86,31.855053
87,31.811302
88,29.198257
89,29.14246
90,29.09783
91,31.6808
92,28.504787
93,25.909258
94,24.222574
95,24.219141
96,24.237736
97,24.258966
98,24.286572
99,24.342113
100,23.213715
101,23.226782
102,24.413792
103,24.425041
104,24.432653
105,28.976341
106,24.54232
107,28.995008
108,29.00339
109,28.959085
110,31.465693
111,31.429323
112,31.388372
113,31.348274
114,26.649004
115,31.254766
116,31.238092
117,31.199574
118,31.167423
119,31.136692
120,26.502092
121,27.989134
122,26.430534
123,26.422554
124,28.00225
125,28.035421
126,28.076603
127,28.10571
128,31.245743
129,31.251974
130,31.258081
131,31.262352
132,31.264652
133,31.278605
134,31.271067
135,31.239498
136,31.2042
137,31.160763
138,32.47137
139,31.108534
140,30.43896
141,29.162615
142,29.135958
143,28.553288
144,23.930838
145,22.89092
146,22.818077
147,22.775082
148,22.753878
149,22.745943
150,22.76185
151,23.48676
152,22.802433
153,22.855724
154,22.882622
155,23.63179
156,23.666014
157,23.692701
158,24.918083
159,24.902466
160,25.300442
161,24.852474
162,24.820347
163,23.997105
164,23.59957
165,23.575861
166,23.563398
167,23.92983
168,23.921324
169,23.908726
170,23.52751
171,22.816486
172,22.808842
173,22.821224
174,23.537863
175,22.84313
176,22.86187
177,23.582968
178,24.78521
179,24.79645
180,30.784725
181,30.804083
182,24.890554
183,31.388542
184,31.395403
185,31.356522
186,32.654137
187,32.611404
188,31.241793
189,27.053692
190,26.976643
191,26.934425
192,23.511078
193,23.109827
194,23.034227
195,23.03863
196,23.046331
197,23.01334
198,21.492472
199,21.51231
200,21.006386
201,21.041843
202,21.611837
203,21.118202
204,21.129358
205,21.140207
206,21.150928
207,23.29439
208,21.136057
209,20.239513
210,21.113
211,20.196775
212,24.448376
213,24.473671
214,21.141039
215,21.123024
216,21.093145
217,21.072138
218,21.067673
219,21.05191
220,20.156708
221,20.15116
222,20.141397
223,18.182781
224,18.113728
225,18.045572
226,20.976568
227,18.075113
228,21.058968
229,18.639143
230,21.073307
231,21.101381
232,24.50572
233,33.69757
234,33.701534
235,33.637844
236,27.421574
237,24.579268
238,24.492537
239,26.586779
240,26.073025
241,26.056492
242,26.007431
243,24.253624
244,25.918465
245,26.397503
246,25.884922
247,24.579214
248,24.656202
249,26.102482
250,24.83914
251,24.849276
252,26.192581
253,26.168224
254,26.171213
255,24.817663
256,24.817759
257,27.703804
258,28.286732
259,28.28316
260,28.266506
261,28.262032
262,28.233992
263,27.674667
264,21.773996
265,27.611103
266,27.625504
267,27.632652
268,27.643856
269,27.624048
270,27.619274
271,27.597385
272,24.34026
273,24.34198
274,21.674295
275,21.143284
276,21.609518
277,21.581985
278,22.165644
279,22.129272
280,22.147278
281,22.167234
282,21.064213
283,21.07953
284,21.09109
285,21.105
286,21.122543
287,21.130777
288,21.657684
289,22.241472
290,22.22395
291,21.635952
292,21.62511
293,21.617878
294,22.533009
295,21.63751
296,21.645208
297,22.55033
298,25.728748
299,22.569342
300,22.559624
301,21.634367
302,21.615862
303,18.812187
304,18.748203
305,21.554083
306,21.563345
307,25.249979
308,25.29484
309,25.295076
310,25.296854
311,25.286154
312,25.283037
313,25.311953
314,25.303907
315,25.303522
316,25.28722
317,25.711012
318,25.651634
319,25.609995
320,25.59168
321,26.03956
322,25.597218
323,25.621025
324,25.631794
325,26.098421
326,28.809307
327,29.4435
328,30.060211
329,31.358892
330,31.354776
331,31.332014
332,29.382542
333,28.748844
334,29.320261
335,31.90502
336,29.313046
337,31.861952
338,31.8517
339,31.818707
340,31.806084
341,31.127373
342,31.130503
343,31.1401
344,30.504826
345,30.521626
346,31.186913
347,31.184286
348,31.163294
349,31.153141
350,31.156546
351,31.151688
352,31.155945
353,31.1633
354,31.17229
355,31.179096
356,32.50992
357,32.504845
358,30.510063
359,33.16539
360,30.507298
361,30.480618
362,33.8603
363,32.49619
364,30.492107
365,31.793468
366,31.793802
367,31.791088
368,32.455475
369,32.450344
370,32.447613
371,32.448147
372,32.451324
373,32.43684
374,32.43933
375,32.429676
376,31.748466
377,31.761658
378,31.760649
379,32.421944
