,Breathing Rate
0,27.050457
1,27.061836
2,27.08384
3,27.093988
4,27.620602
5,27.623323
6,30.64502
7,31.971693
8,33.2929
9,33.26466
10,33.21585
11,33.174313
12,27.543419
13,26.966713
14,26.927233
15,26.40573
16,25.05792
17,26.364025
18,24.583227
19,24.561623
20,24.540827
21,24.146544
22,24.177929
23,23.836271
24,23.884613
25,24.338808
26,24.802298
27,25.23987
28,24.809668
29,25.241974
30,26.156689
31,27.153276
32,28.854948
33,28.853226
34,31.390697
35,33.390793
36,33.360565
37,31.310457
38,31.249092
39,28.706564
40,26.063782
41,26.009796
42,25.51718
43,25.932417
44,25.910158
45,25.904871
46,25.452791
47,25.462303
48,25.485203
49,23.1273
50,23.164522
51,23.199678
52,23.223042
53,21.692802
54,23.25147
55,21.663624
56,21.65148
57,21.363464
58,21.344337
59,21.336763
60,21.341112
61,21.336384
62,21.342985
63,21.345552
64,21.337843
65,24.400984
66,24.425133
67,24.433054
68,24.430681
69,27.785652
70,28.36252
71,27.777113
72,28.30604
73,27.72031
74,27.680784
75,28.206974
76,28.175808
77,28.717194
78,28.678526
79,28.644419
80,28.064287
81,28.04968
82,28.619728
83,28.044823
84,28.066753
85,27.533993
86,27.538403
87,27.025616
88,27.021507
89,27.02478
90,27.028559
91,24.72557
92,21.692974
93,21.163052
94,21.5961
95,24.684132
96,21.573503
97,21.58293
98,27.145308
99,21.63507
100,24.802544
101,24.830559
102,24.844942
103,24.873137
104,24.8882
105,24.906887
106,28.970602
107,28.949158
108,29.512062
109,29.468458
110,29.437572
111,30.667898
112,30.632875
113,29.3542
114,29.306435
115,29.281065
116,27.022255
117,26.983273
118,26.955948
119,26.945831
120,23.8662
121,23.850277
122,23.833975
123,23.846935
124,23.857712
125,22.457159
126,22.47026
127,22.817652
128,22.83617
129,22.850956
130,23.989285
131,23.998892
132,24.418821
133,26.71928
134,26.740381
135,30.209166
136,31.494635
137,31.469212
138,30.767372
139,30.718435
140,26.65859
141,31.265533
142,31.24515
143,31.208132
144,31.176245
145,31.133757
146,29.80635
147,29.77221
148,26.421625
149,26.395315
150,24.635649
151,24.643923
152,24.66353
153,24.667408
154,29.93246
155,29.967268
156,26.085058
157,26.085117
158,24.773304
159,24.786018
160,24.807535
161,24.814842
162,24.824785
163,24.81069
